Name,Curators Note,Dietary Preference,Link,Must Try,Recommended Time,Tags,Ticket Price,Timings,Trivia
St. Joseph's Cathederal (St. Philomena's shrine),,,"https://www.google.com/maps/place/St.+Joseph's+Cathederal+(St.+Philomena's+shrine)/@12.3210469,76.6556886,16z/data=!3m1!4b1!4m6!3m5!1s0x3baf706ecbc32f59:0x8e900b9cb740e32d!8m2!3d12.3210417!4d76.6582635!16s%2Fm%2F02r8wtn?entry=tts&g_ep=EgoyMDI1MDgyNS4wIPu8ASoASAFQAw%3D%3D&skid=9ceb3580-1481-45fe-a125-80f4805484b1",,Mornings,Around the city,,6 am–8 pm,"Its famous for its twin spires and Neo‑Gothic architecture.  The Cathedral is built in the classical perpendicular Gothic style of Architecture, which was more prevalent between 12th and 15th centuries. This Cathedral is patterned after St. Patrick’s Cathedral of New York and is a replica of the Cathedral in Cologne in Germany. The Church is built in a Cross Shape. From the aerial view the Church looks a huge Cross embedded on the earth. The total height from the tip of the cross to the base is 187 feet, making it one of the tallest buildings in the city. The “Twin crosses” of 16 feet could be seen from miles around. The “Twin Towers”, Contain “Three Bells”. The three bells in the twin towers of the cathedral are rung in unison on festive days and on special occasions.  

Earlier it was a small chapel for the British Catholic Workers. There were a lot of Catholic workers who came to work in Mysore especially in Railways, Constructions and many other jobs.  This first Chapel was built by Rev. Fr. Etienna Louis Charbonnoux, the then parish priest of St. Joseph’s Church, with the donation given by the Maharaja of Mysore and generous devotees. His Highness, Maharaja Krishnaraja Wodeyar III on 1st January 1843 laid the foundation stone. In 1927, during the years Mr. T. Thumboo Chetty, the Huzar Secretary to His Highness, the Maharaja of Mysore, obtained the statue and relic of the saint from Rome. He also obtained the “Holy Oil” from Rome and handed it over to the parish priest. Rev. Fr. Rene Jean Feuga (1931-1964), the parish priest planned a new Church, because the congregation was rapidly growing in number and a large Church would answer all his problems and it will also be worthy of the beautiful city of Mysore. So, he demolished the old Church in the year 1939 and dedicated the new Church to St. Philomena. The foundation stone for the New Church was laid on 28th October 1933 by His Highness Nalwadi Sri Krishnarajendra Wadiyar Bahadur IV. "
"Royal Mysore Sailing Club ",They have sailing classes and ride here. Lovely place. They also have rooms here if you are taking a longer course.,,"https://www.google.com/maps/place/ROYAL+MYSORE+SAILING+Club/@12.2696791,76.4471671,11z/data=!3m1!5s0x3baf700bb0ecbd6b:0x20fd1822b1ab2771!4m7!3m6!1s0x3baf700c477ef91d:0x41722bfba4dc9b7e!8m2!3d12.309452!4d76.6448135!15sChNzYWlsaW5nIGNsdWIgbXlzb3JlkgEMc2FpbGluZ19jbHVi4AEA!16s%2Fg%2F11tcb7sfwm?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=1a57a81b-b717-4126-88e7-2371572003b1",,,Around the city,,,
"Aane Coffee ","I like the mornings here. ",,"https://www.google.com/maps/place/Aane+Coffee/@12.3210213,76.6276557,17z/data=!4m6!3m5!1s0x3baf7b4272b81b89:0x1f8e9593b5222eea!8m2!3d12.3211421!4d76.6275389!16s%2Fg%2F11xmkpxc1v?entry=tts&g_ep=EgoyMDI1MDkxNy4wIPu8ASoASAFQAw%3D%3D&skid=69c23283-ebd3-432c-9c28-d591590c879b","They have a lot of different matcha flavours. It was a pop u I went to. I am not sure if there regular menu has so many flavours. ",,"Coffee, Food",,8am - 10pm,
Outback Adventures,"Best evening activity ever. Its so much fun. Carry some clothes if you want to jump into the lake. There is a cute cafe by the lake that serves tea, coffee, ice cream cones and maggi. Its perfect.",Veg,"https://www.google.com/maps/place/Outback+Adventures,+Varuna+Lake,+Mysore/@12.2710033,76.7412621,19.17z/data=!4m6!3m5!1s0x3baf6de871f6de6f:0x914d71072a12b9d2!8m2!3d12.2708544!4d76.7422756!16s%2Fg%2F1v4k4zcc?entry=tts&g_ep=EgoyMDI1MDkwMy4wIPu8ASoASAFQAw%3D%3D&skid=f7037687-8b2a-48eb-81e2-34a53377a9dc",Kayaking.,Evenings.,Around the city,₹200 - ₹500,9:30 am – 6:30 pm,
Minimal Coffee,,Veg,"google.com/maps/place/Minimal+Coffee+Roasters+at+Southern+Star+Mysore/@12.3116106,76.6431215,17z/data=!4m6!3m5!1s0x3baf71d9b2f11f9f:0xdc350d45a2aef47e!8m2!3d12.3116106!4d76.6431215!16s%2Fg%2F11x90w_ct7?entry=tts&g_ep=EgoyMDI1MDkwMy4wIPu8ASoASAFQAw%3D%3D&skid=a46038ac-15f0-42bb-82a8-98cf0917d904",,Anytime.,"Coffee, Food",,8 am – 9 pm,
Royal Orchid Metropole Mysore,"Beautiful property. Good place to go if you are traveling with family. The hotel has an open-air courtyard barbecue restaurant - Shikari, a vintage bar - Skand'el, and an Indian restaurant - Tiger Trail.","Veg, non veg","https://www.google.com/maps/place/Royal+Orchid+Metropole+Mysore/@12.3116417,76.643698,19z/data=!4m11!3m10!1s0x3baf7007cb6f9283:0x33b3fb07847d2988!5m4!1s2025-09-12!2i2!4m1!1i2!8m2!3d12.3114846!4d76.6440863!16s%2Fg%2F11f3y56xbq?entry=tts&g_ep=EgoyMDI1MDkwMy4wIPu8ASoASAFQAw%3D%3D&skid=603852e1-ebdf-4991-b832-723db7f1b905",,Lunch buffet and dinner.,"Food, Stays",,9 am - 9 pm,"Nalwadi Krishnaraja Wadiyar built the Hotel Metropole in the early 1920s. It was originally built as an elite guest house for the Maharaja's British guests. The hotel operated very discreatly. The hotel probably saw important but confidential diplomatic conversations, planning sessions for various British-Indian administrative policies, and social gatherings of the colonial elite - but these weren't the kind of events that got written about in newspapers or memoirs of the time. It's quite possible that the real stories from that era remain in private family archives or unpublished British colonial records. The hotel spread over 2.5 acres of land. "
The story house,,,"https://www.google.com/maps/place/The+Story+House/@12.3795575,76.561451,14.07z/data=!4m6!3m5!1s0x3baf7900777c41c1:0xf1a5e48d9b19b6c4!8m2!3d12.3768874!4d76.5883493!16s%2Fg%2F11wqbsw8k8?entry=tts&g_ep=EgoyMDI1MDkxNy4wIPu8ASoASAFQAw%3D%3D&skid=0d083d44-0ed0-4fb0-8162-66bf981ff5eb",,,Stays,,,
"Zlash ","Great view but service is very slow. ","Veg, non veg","https://www.google.com/maps/place/ZLASH+-+At+The+Top/@12.3448597,76.6731652,17z/data=!4m6!3m5!1s0x3baf71e8fd65577b:0xd2663f018b94bce3!8m2!3d12.3448597!4d76.6757401!16s%2Fg%2F11w8fnk5rv?entry=tts&g_ep=EgoyMDI1MDkxNy4wIPu8ASoASAFQAw%3D%3D&skid=e41f74b0-9830-4326-8abc-227416d230b2","I liked the pesto chicken salad and grilled chicken with rice. ",,Food,,12–11 pm,
"Happy kitchen ","The meals will put you to sleep. ","Veg, non veg","https://www.google.com/maps/place/Happy+Kitchen/@12.2976094,76.6536435,17z/data=!4m6!3m5!1s0x3baf71a5e1109231:0xa7b6835c66b7783c!8m2!3d12.2975721!4d76.6536127!16s%2Fg%2F11rnnvqksl?entry=tts&g_ep=EgoyMDI1MDkxNy4wIPu8ASoASAFQAw%3D%3D&skid=f0897c3e-000f-4faa-998f-6fb6a5158efd","Meals, puttu with chicken curry and parotta,.",Lunch,Food,,12–10 pm,
The Aigiri Cafe,"My family likes going here together. ",Veg,"https://www.google.com/maps/place/The+Aigiri+Cafe/@12.2951038,76.6301296,17z/data=!4m6!3m5!1s0x3baf7b0019e9d635:0xc1db7f7417f72cc7!8m2!3d12.2964089!4d76.6309235!16s%2Fg%2F11w3l_rg62?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,"Evening ",Food,,6:30 am–11:30 pm,
Hotel Original Vinayaka Mylari,"My dad and I love going here. ",Veg,"https://www.google.com/maps/place/Hotel+Original+Vinayaka+Mylari/@12.3085089,76.6610628,17z/data=!4m7!3m6!1s0x3baf703ddfcf8745:0xc440e08af1deebca!8m2!3d12.3085089!4d76.6658264!15sCgZNeWxhcmlaCCIGbXlsYXJpkgEKcmVzdGF1cmFudKoBOxABKgoiBm15bGFyaSgAMh8QASIbnltn4ol2ksoc6qqmpv46EakjFmUicNKOruSIMgoQAiIGbXlsYXJp4AEA!16s%2Fg%2F1ptwzxd1t?entry=tts&g_ep=EgoyMDI1MDkyMi4wIPu8ASoASAFQAw%3D%3D&skid=6858874c-61a0-42bb-908c-892dd273b5ff",Masala Dosa,Early breakfast,Food,,6:30 am – 10 pm,"Gowramma created the perfect recipe for dosa. Soft, buttery and literally heavenly. Totally different from any other dosa you’ve ever had anywhere in the world. After she passed, her two grandsons inherited the business, but like typical family drama, the brothers couldn't get along and split up. One brother kept the original ""Hotel Mylari"" and the other opened ""Original Vinayaka Mylari"" right across the street serving identical dosas from ajji's recipe! Then things got interesting when this third place ""Mylari Agrahara"" opened near the Palace, and nobody knows the real story - some say it's a distant family member, others think it's one of the cooks from the Nazarbad places who learned the recipe and started his own joint. The guy serves exactly the same dosas though, so whoever he is, he definitely knows the secret! Now about these dosas - they're nothing like the crispy ones you get elsewhere. These are soft, almost spongy, light brown colored, and they literally melt in your mouth like butter. Instead of potato masala, they have sagu - that's green chili-coriander paste with finely chopped onions - and they slap a huge dollop of white benne served with fresh coconut chutney. One bite you'll understand why people have been fighting over the ""original"" recipe for decades. Over the years, lots of big shots have made pilgrimages here - you'll see photos on the walls of cricketers like Rahul Dravid and Anil Kumble who've stopped by, and it was legendary Dr. Rajkumar's favorite dosa place.
This is the location to the restaurant run by one the brothers.  "
Hotel Mahadeshwara Mylari Original ,My dad and I love going here.,Veg,"https://www.google.com/maps/place/Hotel+Mahadeshwara+Mylari+Original+-+Famous+Mysore+mylari+Dosa/@12.3085089,76.6610628,17z/data=!4m7!3m6!1s0x3baf703e00c23af5:0x97fa4b4319c05293!8m2!3d12.3084401!4d76.665309!15sCgZNeWxhcmlaCCIGbXlsYXJpkgEUYnJlYWtmYXN0X3Jlc3RhdXJhbnSqATsQASoKIgZteWxhcmkoADIfEAEiG55bZ-KJdpLKHOqqpqb-OhGpIxZlInDSjq7kiDIKEAIiBm15bGFyaeABAA!16s%2Fg%2F1td9tkcl?entry=tts&g_ep=EgoyMDI1MDkyMi4wIPu8ASoASAFQAw%3D%3D&skid=4deeeec5-6dd2-4ee8-a9c8-7fdf43c66b7e",Masala Dosa,Early breakfast,Food,,7 am – 1 pm and 3 pm – 8:15 pm,"Gowramma created the perfect recipe for dosa. Soft, buttery and literally heavenly. Totally different from any other dosa you’ve ever had anywhere in the world. After she passed, her two grandsons inherited the business, but like typical family drama, the brothers couldn't get along and split up. One brother kept the original ""Hotel Mylari"" and the other opened ""Original Vinayaka Mylari"" right across the street serving identical dosas from ajji's recipe! Then things got interesting when this third place ""Mylari Agrahara"" opened near the Palace, and nobody knows the real story - some say it's a distant family member, others think it's one of the cooks from the Nazarbad places who learned the recipe and started his own joint. The guy serves exactly the same dosas though, so whoever he is, he definitely knows the secret! Now about these dosas - they're nothing like the crispy ones you get elsewhere. These are soft, almost spongy, light brown colored, and they literally melt in your mouth like butter. Instead of potato masala, they have sagu - that's green chili-coriander paste with finely chopped onions - and they slap a huge dollop of white benne served with fresh coconut chutney. One bite you'll understand why people have been fighting over the ""original"" recipe for decades. Over the years, lots of big shots have made pilgrimages here - you'll see photos on the walls of cricketers like Rahul Dravid and Anil Kumble who've stopped by, and it was legendary Dr. Rajkumar's favorite dosa place.
This is the location to the restaurant run by one the brothers.  "
"Fish Land ","This is their second branch. First on is on the mys-blr highway. ",non veg,"https://www.google.com/maps/place/Poojari's+Fish+Land+(Mangalore+Style)/@12.3380733,76.592989,13z/data=!4m6!3m5!1s0x3baf700683364f21:0x3b1c9c96835016a2!8m2!3d12.2988438!4d76.6463663!16s%2Fg%2F1ptyrx3dy?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",Good neer dosa and meen saaru.,Dinner,Food,,11 am – 10 pm,
Royal Orchid Brindavan Gardens,"The elephant bar is really nice. Lots of old pictures of the history of the place to look at. Has a lot of vintage furniture. They also have a courtyard cafe, which is a very pretty.",,"https://www.google.com/maps/place/Royal+Orchid+Brindavan+Garden+Palace+%26+Spa/@12.4198192,76.5733294,17z/data=!4m10!3m9!1s0x3baf78e09bcfffff:0xba1bda7d7827a95e!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.4198192!4d76.5733294!16s%2Fg%2F1tfq7p58?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,I have only been here for lunch and drinks after. Its nice.,"Around the city, Stays",,,"During the construction of KRS Dam (1911-1931), an inspection house was built for engineers and architects overseeing the project. The building was designed as a guest house for Maharaja Krishna Raja Wadiyar IV and his elite British guests to stay while supervising dam construction. Before Indian independence, no Indians were allowed inside the property. It remained an exclusive residence for British officials and guests of the Mysore royal family. After Indian independence, the government took over the property. It was opened to the general public as a government guest house for visitors to the dam and Brindavan Gardens. The Bangalore-based Royal Orchid Hotels group (which manages Jungle Lodges and Resorts, a Government of Karnataka undertaking) leased the property and renovated it into Royal Orchid Brindavan Garden Palace & Spa. The property was transformed from the former Hotel Krishna Raja Sagar (Hotel KRS) into a luxury heritage hotel."
Tostea,,Veg,"https://www.google.com/maps/place/toastea/@12.3251544,76.6229917,21z/data=!4m6!3m5!1s0x3baf7b9fecd5b501:0x82f1cd33ae9500b9!8m2!3d12.3250097!4d76.6224884!16s%2Fg%2F11xnct25lw?entry=tts&g_ep=EgoyMDI1MTEwMi4wIPu8ASoASAFQAw%3D%3D&skid=8190acae-e97e-4e61-aef5-6bc1034a92f3",,,"Food, Tea",,9 am–11:30 pm,
Folki,Really good toasts and coffee. Never too crowded.,non veg,"https://www.google.com/maps/place/Folk%C3%AD/@12.3354412,76.6300116,18z/data=!4m6!3m5!1s0x3baf7bbb9d8d3e77:0xe94e4c56b345b4e0!8m2!3d12.33544!4d76.6300059!16s%2Fg%2F11wh3bf9h1?entry=tts&g_ep=EgoyMDI1MTEwMi4wIPu8ASoASAFQAw%3D%3D&skid=fe7bffb4-91ea-4056-9048-56018adf6e31",,Mornings,"Coffee, Food",,12 pm – 10 pm,
Bopy’s,"Best table is under the mango tree. Lovely food. ",non veg,"https://www.google.com/maps/place/Bopy's+Restaurant+Bar+%26+Pub/@12.3241249,76.6109044,20.56z/data=!4m6!3m5!1s0x3baf7af1bfcdd61f:0xa3472ef8da0dcff2!8m2!3d12.324182!4d76.6110588!16s%2Fg%2F11bxfj3tnt?entry=tts&g_ep=EgoyMDI1MTExNy4wIPu8ASoASAFQAw%3D%3D&skid=6acbe70a-cc44-48f1-a822-ec6a5e8e706d",Coorg cuisine.,Nights,"Drinks, Food",,11:30 am–11:30 pm,
"Chamundi Horses ","They have classes here. The horses are very well treated and fed. Beautiful property. ",,"https://www.google.com/maps/place/CHAMUNDI+HORSES/@12.2381747,76.1787232,9z/data=!4m6!3m5!1s0x3baf6f99a4f7dba7:0x35daaea97d0bbfb5!8m2!3d12.2381747!4d76.7013101!16s%2Fg%2F11y2l632hd?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=b3566cc8-3904-495c-a361-2857b61b5150",,,Around the city,,,
Mysore Palace,"On sunday nights at 7, the royal music bands plays classical music when the palace is fully lit up and its beautiful. ",,"https://www.google.com/maps/place/Mysuru+Palace/@12.3052406,76.6536249,17.63z/data=!4m6!3m5!1s0x3baf701103f9a1f9:0xc37fbae2a124da0d!8m2!3d12.305163!4d76.6551749!16zL20vMDU2Y2xf?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=f512518e-3a1c-4104-aea2-15aef7431c0c",,The earlier the better. Go before the crowd gets there.,Around the city,₹120,10 am–5:30 pm,"The Mysore Palace, also called Amba Vilas Palace, is Karnataka's crown jewel and India's second most visited monument after the Taj Mahal, pulling in over 6 million visitors every year. Sitting right in the heart of Mysore city facing the Chamundi Hills to the east, this palace has been the official residence of the Wodeyar dynasty for nearly 600 years. 

The palace standing today is actually the fourth one built on this site. The Wodeyars established their first palace here back in the 14th century around 1399, when Yaduraya Wodeyar founded the dynasty. That original structure was built as part of a wooden fortress in what locals call the ""Old Fort"" area, originally known as ""puragiri"" (literally meaning citadel). The earliest recorded mention of a palace on this site dates to 1638.
The palace has had a dramatic history of destruction and rebirth:
• 1638: Lightning strike destroyed the palace. Rebuilt by Kantirava Narasa Raja Wodeyar (1638-1659), who extended it with new pavilions.
• 1793: Tipu Sultan, the maverick son of Hyder Ali who seized power from the Wodeyars, demolished the palace completely. The Wodeyars had lost control of Mysore during turbulent times.
• 1799: When Tipu Sultan died, 5-year-old Krishnaraja Wodeyar III reclaimed the throne. His coronation happened under a temporary marquee tent because there was no palace! He quickly commissioned a new palace in Hindu architectural style, completed in 1803.
• 1897: THE BIG FIRE - This hastily-built wooden palace caught fire during the wedding celebrations of Princess Jayalakshammanni, the eldest sister of Krishnaraja Wodeyar IV. The entire structure was razed to the ground.

The Current Palace (1897-1912):
After the devastating 1897 fire, Queen Regent Maharani Kempananjammanni Vanivilasa Sannidhana (mother of the young king Krishnaraja Wodeyar IV, who was still a minor) took charge. She commissioned the famous British architect Henry Irwin to design a palace that would be a lasting tribute to Mysore's glory.
The construction took 15 years (1897-1912) and cost Rs. 41,47,913 (approximately $30 million adjusted for inflation). The work was overseen by B.P. Raghavulu Naidu, an executive engineer who studied architecture in Delhi, Madras, and Calcutta to plan this masterpiece. The palace was further expanded around 1930-1940 during the reign of Jayachamaraja Wodeyar, the 25th and last ruling Maharaja of Mysore. 

The palace is a stunning three-story gray granite structure with pink marble domes, crowned by a five-story tower that's 145 feet tall. The palace measures 245 feet in length and 156 feet in width. The architectural style is Indo-Saracenic - a magnificent blend of:
• Hindu temple architecture
• Mughal domes and arches
• Rajput pavilions
• Gothic Revival elements
• Neo-Classical touches
At the main entrance, there are bronze tigers sculpted by British artist Robert William Colton flanking the walkways. The central arch features a sculpture of Gajalakshmi (goddess of prosperity) with her elephants, blessing the palace with wealth and prosperity.
The palace has THREE entrances:
1. East Gate (Jaya Maarthaanda) - Opens only during Dasara for VVIPs
2. South Gate (Balarama) - For the general public
3. West Gate (Varaha) - Opens during Dasara celebrations

The kingdom's motto is inscribed in Sanskrit on the entrance gate: ""न बिभॆति कदाचन"" (""Never be terrified""). 

The palace cellar contains several secret tunnels that lead to Srirangapatna (about 15 km away), other palaces, Chamundi Hills, and various confidential locations. These escape routes were built during the Wodeyar reign for emergencies and wartime strategies. 

KEY ROOMS AND HALLS
1. GOMBE THOTTI:
The entrance pavilion originally displayed dolls during Dasara festivities - a tradition inherited from Vijayanagar times where every house arranges dolls during the festival. Today it houses European marble sculptures and art objects. The northern bay contains the famous Golden Howdah (Ambari) covered with 80 kg of gold sheets.
2. ANE BAGILU:
The main entrance symbolizing power and strength.
3. AMBA VILAS (Private Hall):
A luxurious hall with doors carved from rosewood where the king held private meetings with ministers.
4. DURBAR HALL:
A 155-foot-high hall with ornate ceilings, sculpted pillars, and harmonious green-gold color schemes. The ceiling features fine stucco art portraying Brahma, Vishnu, and Shiva surrounded by the twelve zodiac signs. A chandelier imported from Persia hangs here. This is where the Golden Throne is displayed during Dasara.
5. KALYANA MANTAPA:
An octagonal hall where all royal weddings, birthdays, and ceremonial functions were celebrated. 
• Stained-glass ceiling with peacock motifs and floral mandalas designed by Mysore artists but manufactured in Glasgow, Scotland
• Glazed tile flooring with peacock designs made in England
• Cast iron dome supported by clusters of pillars
• 26 paintings depicting the Dasara procession
• Hanging chandelier from the central dome

6. PAINTINGS GALLERY:
Between 1934 and 1945, the Wodeyars commissioned five of Karnataka's finest artists to paint the glory and grandeur of the Mysore Dasara Procession. 26 panels based on actual photographs were created and are displayed here, showing scenes like the procession passing St. Philomena's Cathedral, white oxen pulling wagons adorned with the ganda bherunda (two-headed eagle - the royal insignia), crowds lining streets, and more.

7. PORTRAIT GALLERY:
Contains valuable paintings and photographs of the royal family, including:
• Two portraits of the one-year-old prince Krishnaraja Wodeyar IV by Raja Ravi Varma - considered national treasures
• Two large portraits of King Edward VII and Queen Alexandra by English artist Harold Speed
• A miniature of Krishnaraja Wodeyar III in watercolor and gold
• Oil on canvas of Yuvaraja Narasimharaja Wodeyar by Felix Wecksler
• 19th-century photographs, including a large portrait of Krishnaraja Wodeyar III by palace photographer R. Vasu

Raja Ravi Varma (1848-1906) was commissioned by Maharaja Krishnaraja Wodeyar IV to paint mythological paintings for the Durbar Hall. Originally, nine paintings with ""Puranic"" (mythological) themes were intended for the rear wall of the Public Durbar Hall. These included scenes from the Ramayana and Mahabharata like ""Rama Breaking the Sacred Bow of Siva,"" ""Jatayu Vadha,"" and others. However, these paintings were later relocated to the Jaganmohan Palace Art Gallery. 

One of the most magnificent pieces of royal regalia in India, the Golden Throne is the stuff of legends. 
The throne weighs 280 kg, though the core structure is made of figwood (not solid gold). It's covered with sheets of gold and precious stones. Its over 800 years old. According to Sanskrit inscriptions on the royal umbrella, the throne has been passed down through generations of Wodeyar kings. Legend says it originally belonged to Dharmaraja Yudhishthira, the eldest Pandava brother from the Mahabharata. On top sits a celestial bird called Huma (a swan with an emerald gem on its beak). Legend says whoever the shadow of this bird falls upon will always wear the royal crown. The umbrella has 24 slokas (verses) in Sanskrit inscribed on the rim, addressed to Krishnaraja Wodeyar III, blessing him as ""Lord of the Earth"" and ""Lord of the Karnataka Ratna Simhasana."" The throne is displayed to the public ONLY during the 10 days of Dasara/Navarathri. The rest of the year, it's disassembled into 8 parts and kept locked in a high-security strong room. 

Chinnada Ambari is a magnificent 750-kg wooden structure crafted from fig and audumbar wood, covered with approximately 80-85 kg of filigreed gold sheets featuring intricate designs of scrolls, foliage, and flowers. Created by master goldsmith ""Swarnakala Nipuna"" Singannacharya over a century ago during or before the reign of Maharaja Krishnaraja Wadiyar IV (1895-1940), who later added further gold decorations, this masterpiece has two wide seats where the king once sat with his brother and nephew during processions. The structure features three carved pillars on each side, a crown-like canopy topped with five sacred Kalashas, a silver seat with embellishments, two ivory fly whisks tipped with gold and silver zari, and battery-operated red and green lights that the king used to control the procession pace - red to stop (so people could offer flowers which the elephant would lift to the king), and green to continue. While the tradition of using howdahs in Dasara processions dates back to the Vijayanagar Empire and was evolved during Krishnaraja Wadiyar III's reign (replacing earlier chariot processions), this specific golden howdah served the Maharajas during Dasara and royal birthday celebrations until Jayachamaraja Wadiyar became the last royal to ride it in 1969. After the abolition of monarchy and privy purses in 1971, the tradition changed to carrying the idol of Goddess Chamundeshwari instead. The howdah is carried during the 5.5 km Jamboo Savari procession from Mysore Palace to Bannimantap by specially trained elephants - first Drona (until 1998), then Balarama for 13 years, followed by Arjuna for 9 years until his death in December 2023, and currently by 54-year-old Abhimanyu. These elephants train for years, first carrying soft cushions, then sand bags, then a 280-kg wooden replica before finally carrying the actual golden howdah, all while being fed a special high-calorie diet. When not in use during Dasara, the howdah is housed in the Gombe Thotti under the custodianship of the Wadiyar family.

There are 12 temples within the palace compound, with construction dates ranging from the 1950s back to the 14th century:
1. Sri Lakshmiramana Swami Temple - One of the oldest temples in Mysore, located on the western part of the fort
2. Sri Shweta Varahaswamy Temple - Built in the famous Hoysala Empire style, located beside the south gate
3. Sri Trinayaneshvara Swami Temple - Ancient temple outside the original fort on the bank of Devaraya Sagar (Doddakere)
4. Sri Prasanna Krishnaswami Temple - Started in 1825 by Krishnaraja Wodeyar III (completed 1829) because he was sad there was no Krishna temple despite the dynasty claiming descent from the Yadu race of Lord Krishna


The palace is illuminated with 97,000 to 100,000 electric light bulbs every Sunday, public holidays, and during all 10 days of Dasara from 7 PM to 10 PM. When this was first done in 1912, most people didn't even have electricity - imagine how mind-blowing it must have been! Over Rs. 1 crore is spent annually just on maintenance, and 25,000+ bulbs are replaced every year before Dasara.

The curse: 
In 1612 (some say 1610), Raja Wodeyar betrayed and overthrew Tirumalaraja, the ruler of Mysore who was connected to the declining Vijayanagar Empire. Alamelamma was Tirumalaraja's widow. When Raja Wodeyar's men came to seize her precious jewels (especially the famous Sriranga Patna jewels), she ran to a cliff overlooking the Kaveri river near Talakadu and before jumping to her death, she cursed:
""May Talakadu become a barren land, may Malangi turn into a whirlpool, and may the Mysore kings never beget children.""

The Curse Manifestation:
For 400 years, this curse seemed very real:
• Talakadu (Talakad) - once a flourishing town - lies buried under sand even today
• Malangi village in Mysore district is slowly eroding due to whirlpools in the river
• The Wodeyar dynasty suffered childlessness in alternate generations, requiring adoption of heirs
Even today, most parts of Talakadu are buried under sand, and the royal family has required adoptions. The last king Srikanta Wadiyar died in 2013 without biological heirs, so Yaduveer Krishnadatta Chamaraja Wodiyar was adopted in 2015.

Curse Broken?
In 2017, a baby boy was born to the royal family, leading to widespread news coverage claiming the 400-year curse was finally broken!

"
"Karanji Lake ","My favorite lake ever. Please don’t miss this. I promise its so worth it. You’ll be so happy. They also have a parrot inside who will kiss you on the mouth if you give him 20 rupees. He is sweet. Its also a really good place to take kids for a picnic and you bfs/gfs on a date. They have peddle boating too which is awesome. I could go on and on about how much I love this place. ",,"https://www.google.com/maps/place/Karanji+Lake/@12.3027985,76.6633113,15z/data=!3m1!4b1!4m6!3m5!1s0x3baf70252f9ae3a3:0x687454ab78a369e1!8m2!3d12.302778!4d76.673611!16s%2Fm%2F02r4shz?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,"Early morning. It’s free for everyone from 6:30 - 8 in morning so locals can exercise in the lake. ",Around the city,"₹60 + parking. Take cash. They also charge you for big cameras. ",8am - 5:30pm,"Karanji Lake, also known as Fountain Lake, was originally built by the King of Mysore over 100 years ago as a percolation tank to supply drinking water for the city's residents. In 1976, the Mysore Zoo Authority took over the lake, transforming it from a polluted waste dumping ground into a thriving 90-hectare wetland ecosystem (55 hectares water, 35 hectares foreshore). The lake is now a birdwatcher's paradise with 147 recorded species including herons, Asian openbill storks, egrets, painted storks, grey pelicans, sandpipers, and migratory birds. The star attraction is India's biggest walk-through aviary, measuring 60m long, 40m wide, and 20m high with an artificial waterfall and two water bodies inside. The butterfly park, built on a small island within the lake, houses 45 species of butterflies including Grey Pansy, Peacock Pansy, Tailed Jay, Blue Mormon, Crimson Rose, Plain Tiger, and Red Pierrot, with specially selected nectar and host plants brought from hill stations and Malnad regions to support breeding. The Regional Museum of Natural History, inaugurated on May 20, 1995, sits on the lake's banks. "
